0	0	194
1	0	87
2	0	72
3	0	43
4	0	44
5	0	40
6	0	42
7	0	33
8	0	40
9	0	59
10	0	37
11	0	56
12	0	45
13	0	48
14	0	51
15	0	69
16	0	54
17	0	77
18	0	72
19	0	77
20	0	82
21	0	82
22	0	97
23	0	105
24	0	115
25	0	95
26	0	73
27	0	112
28	0	104
29	0	77
30	0	107
31	0	76
32	0	95
33	0	69
34	0	66
35	0	67
36	0	70
0	1	58
1	1	46
2	1	40
3	1	48
4	1	46
5	1	45
6	1	37
7	1	43
8	1	53
9	1	44
10	1	56
11	1	50
12	1	33
13	1	37
14	1	51
15	1	44
16	1	50
17	1	43
18	1	39
19	1	37
20	1	37
21	1	46
22	1	43
23	1	43
24	1	33
25	1	40
26	1	42
27	1	40
28	1	46
29	1	38
30	1	45
31	1	45
32	1	26
33	1	28
34	1	50
35	1	44
36	1	65
0	2	52
1	2	33
2	2	43
3	2	33
4	2	42
5	2	43
6	2	49
7	2	44
8	2	37
9	2	50
10	2	49
11	2	64
12	2	54
13	2	72
14	2	52
15	2	40
16	2	61
17	2	53
18	2	66
19	2	56
20	2	63
21	2	54
22	2	40
23	2	51
24	2	51
25	2	52
26	2	36
27	2	49
28	2	45
29	2	52
30	2	40
31	2	33
32	2	45
33	2	44
34	2	35
35	2	52
36	2	36
0	3	48
1	3	38
2	3	45
3	3	43
4	3	53
5	3	52
6	3	43
7	3	46
8	3	30
9	3	49
10	3	61
11	3	66
12	3	467
13	3	907
14	3	142
15	3	42
16	3	46
17	3	42
18	3	50
19	3	39
20	3	56
21	3	51
22	3	42
23	3	45
24	3	49
25	3	37
26	3	48
27	3	36
28	3	39
29	3	48
30	3	54
31	3	53
32	3	51
33	3	39
34	3	49
35	3	43
36	3	43
0	4	40
1	4	48
2	4	49
3	4	53
4	4	51
5	4	57
6	4	48
7	4	44
8	4	49
9	4	44
10	4	57
11	4	45
12	4	51
13	4	481
14	4	709
15	4	74
16	4	48
17	4	46
18	4	53
19	4	82
20	4	52
21	4	50
22	4	57
23	4	52
24	4	51
25	4	52
26	4	53
27	4	45
28	4	39
29	4	48
30	4	40
31	4	61
32	4	44
33	4	51
34	4	53
35	4	53
36	4	52
0	5	48
1	5	49
2	5	53
3	5	58
4	5	56
5	5	43
6	5	44
7	5	43
8	5	44
9	5	54
10	5	50
11	5	52
12	5	53
13	5	48
14	5	53
15	5	49
16	5	56
17	5	39
18	5	63
19	5	57
20	5	57
21	5	56
22	5	53
23	5	63
24	5	57
25	5	37
26	5	46
27	5	53
28	5	43
29	5	59
30	5	49
31	5	61
32	5	53
33	5	39
34	5	51
35	5	54
36	5	60
0	6	57
1	6	82
2	6	87
3	6	40
4	6	60
5	6	59
6	6	48
7	6	43
8	6	50
9	6	51
10	6	48
11	6	35
12	6	45
13	6	58
14	6	23
15	6	46
16	6	36
17	6	42
18	6	36
19	6	49
20	6	52
21	6	52
22	6	53
23	6	51
24	6	46
25	6	42
26	6	36
27	6	48
28	6	44
29	6	52
30	6	43
31	6	46
32	6	40
33	6	60
34	6	57
35	6	44
36	6	48
0	7	48
1	7	51
2	7	38
3	7	46
4	7	50
5	7	37
6	7	39
7	7	63
8	7	52
9	7	48
10	7	43
11	7	45
12	7	37
13	7	39
14	7	57
15	7	45
16	7	44
17	7	61
18	7	60
19	7	58
20	7	52
21	7	48
22	7	51
23	7	40
24	7	50
25	7	28
26	7	40
27	7	38
28	7	42
29	7	44
30	7	48
31	7	39
32	7	40
33	7	46
34	7	35
35	7	42
36	7	49
0	8	56
1	8	40
2	8	33
3	8	44
4	8	32
5	8	38
6	8	50
7	8	38
8	8	44
9	8	48
10	8	40
11	8	43
12	8	40
13	8	43
14	8	35
15	8	51
16	8	32
17	8	52
18	8	27
19	8	42
20	8	50
21	8	32
22	8	48
23	8	48
24	8	50
25	8	32
26	8	35
27	8	27
28	8	32
29	8	37
30	8	36
31	8	45
32	8	50
33	8	36
34	8	52
35	8	33
36	8	39
0	9	31
1	9	42
2	9	35
3	9	33
4	9	42
5	9	32
6	9	28
7	9	35
8	9	35
9	9	35
10	9	39
11	9	26
12	9	33
13	9	28
14	9	30
15	9	36
16	9	31
17	9	32
18	9	36
19	9	30
20	9	38
21	9	35
22	9	37
23	9	39
24	9	38
25	9	36
26	9	27
27	9	33
28	9	33
29	9	33
30	9	35
31	9	39
32	9	45
33	9	37
34	9	46
35	9	37
36	9	39
0	10	37
1	10	23
