2	10	31
3	10	35
4	10	38
5	10	35
6	10	32
7	10	30
8	10	38
9	10	44
10	10	38
11	10	32
12	10	30
13	10	31
14	10	44
15	10	30
16	10	28
17	10	22
18	10	31
19	10	44
20	10	25
21	10	35
22	10	32
23	10	27
24	10	33
25	10	35
26	10	37
27	10	30
28	10	23
29	10	27
30	10	20
31	10	32
32	10	27
33	10	31
34	10	32
35	10	43
36	10	39
0	11	32
1	11	36
2	11	22
3	11	30
4	11	33
5	11	27
6	11	30
7	11	36
8	11	39
9	11	31
10	11	33
11	11	40
12	11	23
13	11	38
14	11	32
15	11	28
16	11	27
17	11	35
18	11	28
19	11	33
20	11	36
21	11	26
22	11	43
23	11	46
24	11	58
25	11	37
26	11	27
27	11	22
28	11	31
29	11	26
30	11	31
31	11	31
32	11	32
33	11	37
34	11	38
35	11	36
36	11	33
0	12	20
1	12	23
2	12	21
3	12	23
4	12	22
5	12	27
6	12	17
7	12	25
8	12	33
9	12	30
10	12	36
11	12	25
12	12	21
13	12	28
14	12	22
15	12	20
16	12	21
17	12	30
18	12	32
19	12	26
20	12	35
21	12	35
22	12	28
23	12	57
24	12	60
25	12	26
26	12	31
27	12	31
28	12	33
29	12	35
30	12	32
31	12	23
32	12	27
33	12	26
34	12	25
35	12	39
36	12	23
0	13	16
1	13	23
2	13	21
3	13	28
4	13	23
5	13	18
6	13	30
7	13	30
8	13	30
9	13	28
10	13	25
11	13	26
12	13	30
13	13	18
14	13	23
15	13	27
16	13	23
17	13	18
18	13	17
19	13	20
20	13	37
21	13	26
22	13	28
23	13	26
24	13	22
25	13	26
26	13	27
27	13	23
28	13	27
29	13	26
30	13	26
31	13	56
32	13	950
33	13	2171
34	13	1319
35	13	21
36	13	20
0	14	25
1	14	21
2	14	23
3	14	25
4	14	23
5	14	18
6	14	21
7	14	27
8	14	18
9	14	22
10	14	25
11	14	18
12	14	27
13	14	21
14	14	27
15	14	23
16	14	21
17	14	22
18	14	20
19	14	33
20	14	21
21	14	25
22	14	36
23	14	17
24	14	27
25	14	23
26	14	23
27	14	33
28	14	27
29	14	26
30	14	18
31	14	22
32	14	23
33	14	252
34	14	2111
35	14	500
36	14	44
0	15	20
1	15	18
2	15	23
3	15	30
4	15	20
5	15	12
6	15	22
7	15	23
8	15	30
9	15	17
10	15	36
11	15	32
12	15	22
13	15	16
14	15	22
15	15	21
16	15	22
17	15	27
18	15	20
19	15	17
20	15	25
21	15	68
22	15	81
23	15	27
24	15	17
25	15	28
26	15	23
27	15	21
28	15	20
29	15	25
30	15	21
31	15	27
32	15	25
33	15	25
34	15	17
35	15	22
36	15	27
0	16	20
1	16	14
2	16	20
3	16	22
4	16	21
5	16	22
6	16	21
7	16	30
8	16	26
9	16	33
10	16	26
11	16	35
12	16	23
13	16	17
14	16	21
15	16	25
16	16	27
17	16	17
18	16	27
19	16	30
20	16	26
21	16	26
22	16	61
23	16	40
24	16	26
25	16	43
26	16	74
27	16	40
28	16	23
29	16	31
30	16	30
31	16	26
32	16	32
33	16	17
34	16	25
35	16	38
36	16	31
0	17	17
1	17	18
2	17	22
3	17	21
4	17	23
5	17	38
6	17	20
7	17	23
8	17	27
9	17	23
10	17	22
11	17	26
12	17	30
13	17	22
14	17	16
15	17	22
16	17	21
17	17	27
18	17	38
19	17	25
20	17	22
21	17	42
22	17	26
23	17	27
24	17	23
25	17	39
26	17	57
27	17	23
28	17	20
29	17	21
30	17	22
31	17	23
32	17	20
33	17	27
34	17	38
35	17	31
36	17	36
