0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1.16E-06	2.11E-06	8.31E-06	9.15E-06	7.27E-06	9.59E-06	8.32E-06	7.74E-06	1.07E-05	8.46E-06	9.14E-06	9.51E-06	7.97E-06	9.16E-06	8.21E-06	8.67E-06	9.25E-06	9.37E-06	8.55E-06	7.39E-06	9.26E-06	1.03E-05	7.85E-06	6.68E-06	8.44E-06	7.15E-06	9.83E-06	8.44E-06	7.27E-06	7.61E-06	8.92E-06	8.21E-06	1.05E-05	8.66E-06	1.02E-05	7.61E-06	6.33E-06	7.73E-06	9.37E-06	7.49E-06	9.72E-06	6.91E-06	6.09E-06	9.85E-06	8.08E-06	7.95E-06	8.91E-06	9.49E-06	9.13E-06	9.37E-06	7.60E-06	8.09E-06	6.68E-06	7.84E-06	8.21E-06	9.70E-06	9.15E-06	9.01E-06	5.62E-06	8.66E-06	1.01E-05	8.20E-06	7.73E-06	6.56E-06	8.90E-06	7.86E-06	9.24E-06	5.86E-06	8.81E-06	6.80E-06	6.79E-06	7.72E-06	8.20E-06	7.50E-06	8.34E-06	6.90E-06	5.98E-06	5.39E-06	6.80E-06	9.02E-06	6.66E-06	7.38E-06	8.32E-06	8.08E-06	6.45E-06	6.90E-06	6.44E-06	7.50E-06	7.03E-06	8.32E-06	6.79E-06	6.68E-06	7.39E-06	7.01E-06	6.33E-06	7.03E-06	7.03E-06	8.91E-06	6.91E-06	6.68E-06	6.10E-06	8.09E-06	9.03E-06	8.09E-06	6.44E-06	7.16E-06	7.96E-06	7.50E-06	8.31E-06	6.80E-06	6.58E-06	7.49E-06	7.85E-06	6.91E-06	8.43E-06	6.91E-06	7.03E-06	8.78E-06	6.32E-06	6.68E-06	7.40E-06	5.49E-06	6.45E-06	5.62E-06	7.04E-06	6.34E-06	6.90E-06	7.50E-06	7.73E-06	6.93E-06	7.28E-06	6.10E-06	4.80E-06	5.52E-06	7.73E-06	7.04E-06	6.09E-06	9.37E-06	5.16E-06	6.89E-06	6.44E-06	8.54E-06	5.98E-06	8.18E-06	6.11E-06	6.93E-06	7.39E-06	9.02E-06	6.34E-06	6.57E-06	5.51E-06	7.26E-06	6.21E-06	6.68E-06	5.98E-06	5.87E-06	5.39E-06	7.63E-06	5.39E-06	7.16E-06	7.04E-06	6.21E-06	5.64E-06	7.16E-06	5.86E-06	5.39E-06	6.10E-06	5.51E-06	6.68E-06	5.85E-06	9.14E-06	7.37E-06	6.44E-06	6.57E-06	6.21E-06	5.63E-06	5.75E-06	7.75E-06	4.81E-06	5.63E-06	6.43E-06	5.16E-06	6.80E-06	7.52E-06	4.57E-06	2.59E-06	7.05E-07	0	0	0	0
0	0	4.66E-07	5.69E-06	1.48E-05	3.12E-05	4.90E-05	6.56E-05	7.22E-05	7.45E-05	7.59E-05	7.42E-05	7.45E-05	6.88E-05	7.84E-05	7.09E-05	7.80E-05	7.66E-05	7.34E-05	6.95E-05	7.25E-05	7.26E-05	7.48E-05	7.30E-05	7.51E-05	7.73E-05	7.66E-05	7.31E-05	7.70E-05	7.44E-05	7.85E-05	7.25E-05	7.41E-05	7.50E-05	7.43E-05	7.62E-05	7.49E-05	7.66E-05	7.77E-05	7.60E-05	7.13E-05	7.15E-05	7.19E-05	7.58E-05	7.37E-05	7.19E-05	7.26E-05	7.37E-05	7.14E-05	7.77E-05	7.64E-05	7.33E-05	7.42E-05	7.05E-05	7.41E-05	7.64E-05	6.74E-05	7.41E-05	7.01E-05	7.49E-05	7.48E-05	6.97E-05	7.38E-05	6.98E-05	7.36E-05	7.13E-05	7.33E-05	7.39E-05	7.19E-05	7.07E-05	7.01E-05	6.93E-05	7.04E-05	7.01E-05	7.14E-05	7.04E-05	6.86E-05	7.19E-05	6.96E-05	7.24E-05	7.18E-05	7.28E-05	7.05E-05	7.01E-05	6.69E-05	6.86E-05	7.56E-05	7.20E-05	7.75E-05	7.07E-05	6.98E-05	6.94E-05	7.15E-05	7.06E-05	6.48E-05	6.85E-05	7.18E-05	7.14E-05	6.99E-05	7.14E-05	7.31E-05	6.73E-05	6.41E-05	7.17E-05	6.97E-05	7.06E-05	6.87E-05	7.36E-05	7.56E-05	6.92E-05	7.24E-05	6.90E-05	7.20E-05	7.00E-05	6.78E-05	6.89E-05	7.27E-05	7.32E-05	7.12E-05	6.80E-05	6.77E-05	7.02E-05	7.18E-05	6.98E-05	6.91E-05	6.83E-05	6.54E-05	6.92E-05	6.32E-05	7.47E-05	6.95E-05	6.63E-05	6.79E-05	6.64E-05	6.95E-05	7.09E-05	6.91E-05	6.66E-05	6.65E-05	6.92E-05	7.51E-05	6.87E-05	6.76E-05	6.63E-05	7.00E-05	6.80E-05	6.72E-05	6.95E-05	6.50E-05	6.73E-05	7.06E-05	6.50E-05	6.86E-05	6.79E-05	6.34E-05	7.35E-05	6.81E-05	6.59E-05	6.87E-05	6.83E-05	6.35E-05	6.18E-05	6.84E-05	6.06E-05	7.05E-05	6.13E-05	6.94E-05	6.40E-05	7.06E-05	6.32E-05	6.69E-05	6.75E-05	6.62E-05	6.99E-05	7.04E-05	6.97E-05	6.83E-05	6.95E-05	6.53E-05	6.72E-05	6.46E-05	6.89E-05	6.83E-05	6.81E-05	6.54E-05	6.85E-05	6.27E-05	5.64E-05	4.42E-05	2.66E-05	1.56E-05	3.85E-06	1.16E-07	0	0
0	1.13E-07	7.49E-06	2.59E-05	5.62E-05	8.31E-05	0.000118146	0.0001554	0.000173331	0.000184446	0.000196108	0.000190676	0.000188402	0.000189279	0.000191264	0.000194509	0.000191458	0.000194987	0.00018412	0.000193271	0.000200649	0.000192085	0.000201919	0.000187573	0.000190317	0.000197752	0.000183993	0.000189855	0.000190184	0.000190464	0.000190213	0.00019011	0.000199211	0.000194184	0.000174894	0.000179732	0.000195911	0.000186737	0.000188553	0.00018625	0.000182771	0.000188794	0.000184373	0.000183075	0.00018755	0.000194754	0.000191241	0.000199549	0.000188397	0.000183913	0.000192109	0.000184429	0.000190398	0.000184088	0.000185965	0.000181537	0.000181998	0.000187334	0.000182449	0.000179894	0.000186512	0.000188277	0.000180263	0.000186428	0.000187331	0.000184799	0.000185271	0.000177613	0.000195217	0.000181545	0.000181115	0.000188444	0.000192705	0.000188889	0.00017598	0.00018794	0.000188108	0.000191277	0.000181966	0.000187447	0.000187602	0.000191969	0.000183695	0.000185229	0.000185043	0.000186346	0.00018465	0.000176927	0.000179352	0.000191636	0.000189596	0.000193774	0.000179224	0.000187983	0.000186837	0.000185622	0.000180515	0.000182788	0.000188455	0.000187937	0.000182438	0.000176861	0.000187879	0.000181545	0.000176547	0.000177134	0.000182035	0.000185426	0.000186438	0.000184033	0.000183467	0.00018497	0.000177858	0.000176652	0.000185515	0.000185035	0.000176984	0.00018781	0.000182758	0.00018027	0.0001822	0.000186373	0.000182579	0.000183634	0.00017878	0.000182744	0.000174805	0.000185502	0.000188422	0.00017975	0.000175288	0.00018556	0.000184457	0.000184572	0.000186397	0.000191033	0.000174839	0.000173387	0.000179741	0.000181052	0.000181409	0.000177521	0.000182068	0.000183768	0.000186559	0.000180726	0.000177657	0.000184766	0.000181369	0.000184172	0.000187124	0.000180227	0.000177552	0.000176372	0.000191381	0.000177591	0.000177748	0.000188381	0.000182788	0.000181009	0.00017651	0.000172582	0.000184949	0.000178995	0.000186987	0.000182592	0.00018417	0.000175371	0.000181355	0.000185147	0.000188372	0.000182965	0.000187488	0.000180268	0.000177327	0.000187168	0.000177832	0.000179773	0.000181193	0.000181217	0.000178636	0.000179381	0.000174392	0.000179781	0.000182274	0.000178897	0.000165522	0.000137545	0.000112163	7.68E-05	4.91E-05	2.29E-05	5.68E-06	3.48E-07	0
0	4.11E-06	2.21E-05	5.55E-05	0.0001097	0.000152324	0.000215308	0.00025916	0.000299222	0.000316926	0.000347641	0.000347525	0.000347118	0.000348421	0.000342999	0.000347668	0.000338124	0.000349911	0.00033984	0.000350866	0.000347261	0.000344885	0.000345262	0.000343546	0.000346017	0.000337852	0.000344335	0.000351274	0.000337991	0.000342928	0.000341444	0.000347908	0.000334867	0.000331817	0.000358222	0.000350603	0.000349707	0.00033924	0.000345517	0.000347233	0.000351124	0.000351266	0.000339824	0.000345992	0.000341901	0.000342868	0.000339473	0.000345783	0.000344672	0.000337078	0.000332462	0.00035511	0.000336813	0.000341091	0.000336413	0.000338785	0.00033418	0.000347488	0.000337965	0.000338276	0.00034391	0.000336281	0.000336191	0.00034101	0.00036163	0.000330621	0.000345774	0.000343288	0.000342297	0.00032875	0.000335905	0.000340124	0.000330744	0.000341236	0.000339518	0.000336393	0.000343562	0.000345765	0.000333462	0.000345	0.000335677	0.000341834	0.000336516	0.000339275	0.000350639	0.000323832	0.000336229	0.00034893	0.000336913	0.000330772	0.000334028	0.000330402	0.000331846	0.000350432	0.000336813	0.000331322	0.00033373	0.000332248	0.000333944	0.000342376	0.000342587	0.000339064	0.000342951	0.000337748	0.000327061	0.000336172	0.000334518	0.000342202	0.000336278	0.000340882	0.000330337	0.000332411	0.000343175	0.000328282	0.000338275	0.000331827	0.000334182	0.00033655	0.000328499	0.000341951	0.000332934	0.000345375	0.000334953	0.000338371	0.000333157	0.000329414	0.000342209	0.000324885	0.000327668	0.000338284	0.000339624	0.000343386	0.000338975	0.000331184	0.00033717	0.000333486	0.000340703	0.000333347	0.000329326	0.000332408	0.000331714	0.000350279	0.000334886	0.000323336	0.000333509	0.00032048	0.00033524	0.000325273	0.000338511	0.000337526	0.000326951	0.00033764	0.000338392	0.000327855	0.00033339	0.000332398	0.000334697	0.000339819	0.000333572	0.000333656	0.000341553	0.000340367	0.000324776	0.000343673	0.000341518	0.000318724	0.000333747	0.000323569	0.000338962	0.000328083	0.000328464	0.000331187	0.000333059	0.000336406	0.000327614	0.000338765	0.000339435	0.000328654	0.000337661	0.000333568	0.000337523	0.000327873	0.000332232	0.000340753	0.000322656	0.000318883	0.000287188	0.00024154	0.000193751	0.000145106	9.78E-05	5.74E-05	2.27E-05	3.48E-06	0
1.14E-07	1.07E-05	4.72E-05	9.73E-05	0.000164624	0.000236191	0.000321109	0.000393391	0.000450031	0.000502174	0.000520995	0.000529503	0.000532943	0.000533573	0.00053528	0.000528627	0.000524426	0.000547252	0.000542594	0.000532285	0.000528361	0.000534578	0.000532965	0.000523132	0.000543474	0.000517265	0.000531397	0.000519144	0.000537298	0.000518821	0.000540728	0.000535703	0.000519264	0.000544981	0.000518844	0.000507293	0.000536879	0.000529917	0.000529364	0.000504921	0.00052603	0.000514254	0.000516434	0.000527291	0.000533148	0.000505958	0.000527808	0.000528598	0.00051123	0.000520927	0.000524455	0.000529922	0.000515085	0.000526028	0.000529966	0.000518158	0.000517832	0.000522588	0.000523704	0.000528409	0.000520882	0.000514963	0.000502095	0.000512812	0.000515711	0.000527728	0.000535243	0.000520317	0.000516073	0.000528764	0.000510877	0.000515865	0.000518951	0.000510984	0.000515519	0.000527086	0.000517127	0.000507221	0.00052856	0.000511266	0.000532817	0.000522295	0.000507649	0.000526487	0.000525918	0.000511004	0.000509756	0.00052071	0.000521025	0.000525313	0.000522988	0.000515702	0.000522253	0.000523764	0.000506467	0.000504707	0.000524096	0.000520611	0.000529662	0.000526783	0.000515051	0.000518093	0.000502714	0.0005094	0.00051009	0.000519742	0.000509681	0.000502452	0.000521183	0.000520689	0.000513401	0.000522764	0.000517256	0.000522117	0.000515706	0.000530707	0.000517152	0.00050859	0.000507288	0.00051427	0.000510771	0.000516134	0.0005074	0.000501617	0.000513991	0.000515915	0.000513224	0.000508102	0.000507545	0.000511972	0.000502423	0.00050868	0.000514524	0.000514462	0.00050784	0.000513219	0.000509906	0.000505068	0.000503779	0.000506882	0.000507134	0.000510657	0.000520265	0.00051541	0.000513438	0.000514893	0.000523611	0.000510618	0.000522709	0.000506215	0.000512008	0.000501606	0.000510845	0.000501143	0.000502805	0.000500884	0.000518378	0.000513149	0.000511028	0.000498633	0.000509877	0.000521169	0.000525417	0.000521782	0.000510505	0.000515311	0.000507731	0.000511588	0.000507504	0.000510851	0.000514554	0.000505006	0.000503195	0.00050969	0.000517745	0.000514662	0.000509698	0.000516562	0.000513624	0.00050212	0.000505897	0.000517491	0.000506937	0.000518495	0.000503547	0.000484677	0.000445238	0.000367971	0.000304282	0.00024342	0.000151166	9.54E-05	4.72E-05	1.20E-05	2.33E-07
7.98E-07	2.21E-05	7.06E-05	0.000142401	0.000228939	0.000342484	0.000434694	0.000532467	0.000592005	0.000672942	0.000722562	0.000721852	0.000714659	0.000723763	0.000722081	0.000714303	0.000719429	0.000723389	0.000720806	0.000729142	0.000729747	0.000712754	0.000720795	0.000719662	0.000708878	0.000721549	0.000722288	0.000739945	0.000713983	0.000719183	0.000710641	0.000719388	0.000739391	0.000719075	0.000718681	0.000702606	0.00072936	0.000726007	0.00071401	0.000713212	0.000724102	0.000704603	0.00071096	0.000715043	0.000714991	0.000706749	0.000711206	0.000723699	0.000713087	0.000732638	0.000704341	0.000712982	0.000733694	0.000711449	0.000697128	0.000709477	0.000708157	0.000723687	0.000719022	0.000716935	0.000715179	0.000725697	0.000711511	0.000720423	0.000723666	0.000701791	0.00069968	0.00072411	0.00071095	0.000720174	0.000699193	0.000714861	0.00070941	0.000709021	0.000712669	0.000707601	0.000719769	0.000711569	0.000710618	0.000707003	0.000718721	0.000713134	0.000713578	0.000715159	0.000711268	0.000707476	0.000713708	0.00070898	0.000716325	0.000715492	0.000711271	0.000690011	0.000716933	0.000715965	0.000711869	0.000714993	0.000715184	0.00071248	0.000711972	0.000722664	0.000712502	0.000709369	0.000697721	0.000702475	0.000707976	0.000730546	0.00071554	0.000714567	0.000697632	0.000702992	0.000706522	0.000695879	0.0007043	0.000703888	0.00070473	0.000697082	0.000717195	0.000705958	0.000710205	0.000719201	0.00070271	0.000699727	0.000717494	0.000707088	0.000703418	0.000708855	0.000716795	0.000710691	0.000716904	0.000695113	0.000691041	0.000709361	0.000707123	0.000697369	0.00072247	0.000709026	0.00071365	0.000713335	0.000720993	0.000711636	0.000708881	0.000716637	0.000702043	0.00070772	0.000704711	0.000696919	0.00070739	0.000709012	0.000709037	0.000717356	0.000701561	0.000702114	0.000725352	0.000720621	0.000711195	0.000711875	0.000717577	0.000717009	0.000703715	0.000706747	0.000701092	0.000702856	0.000704677	0.00070113	0.000707798	0.000721404	0.000703994	0.000708592	0.000737091	0.000706628	0.000706518	0.000696048	0.000709535	0.000703351	0.000700645	0.000707581	0.000700721	0.000709792	0.000715647	0.00069939	0.00069495	0.000709052	0.000692993	0.000712234	0.000685407	0.00065218	0.00059314	0.000520646	0.000423758	0.000331989	0.000235563	0.000139017	7.34E-05	1.90E-05	2.31E-07
1.03E-06	3.39E-05	9.94E-05	0.000192106	0.000306315	0.000423395	0.000555143	0.000635332	0.000764469	0.000827041	0.000880721	0.000925733	0.000921212	0.000924628	0.000912167	0.000916974	0.000908644	0.000924845	0.000908822	0.000914779	0.000906912	0.000912623	0.000905501	0.000925888	0.000901202	0.000914141	0.000928442	0.000907899	0.000916425	0.000922373	0.000923412	0.000921758	0.000909114	0.000918431	0.000898089	0.000894498	0.000889486	0.000887103	0.000911047	0.000913455	0.000910585	0.000925337	0.000907534	0.000912766	0.000905911	0.000890336	0.000911803	0.000922351	0.000929708	0.000913524	0.000911095	0.000903878	0.000911585	0.000901507	0.000907893	0.000909731	0.000904482	0.000934609	0.000911563	0.000903026	0.000912425	0.000911695	0.000902384	0.000889528	0.000910862	0.000904743	0.000904737	0.000891053	0.000894747	0.000922842	0.000906877	0.000923597	0.000908265	0.000904679	0.000913787	0.000895966	0.000902661	0.000902744	0.000911647	0.000892089	0.000889954	0.000884439	0.000909659	0.000904226	0.000891048	0.000911897	0.000923617	0.000909182	0.000903364	0.000906723	0.000906116	0.000885793	0.000899539	0.000898376	0.000903794	0.000900827	0.000890301	0.000878478	0.000901774	0.000907627	0.000885043	0.000918138	0.000903939	0.000913303	0.000917609	0.000906417	0.000877732	0.00090736	0.00090519	0.000909666	0.00091109	0.000916396	0.000901854	0.00091651	0.000901291	0.000892912	0.000902663	0.000880552	0.000888829	0.000891642	0.000898933	0.000875242	0.000888972	0.000895756	0.000892989	0.00088648	0.000907486	0.000909968	0.000897954	0.000874576	0.000908412	0.000912764	0.000902478	0.000906143	0.000897584	0.000922094	0.000904894	0.000892987	0.00088374	0.000895967	0.000900559	0.000889741	0.000911063	0.000900088	0.000912079	0.000912329	0.000904479	0.000893236	0.000909229	0.000886797	0.000895877	0.000892074	0.000920279	0.000908022	0.000883207	0.000902903	0.000892864	0.000915957	0.000900119	0.000913307	0.000899775	0.000901611	0.000897788	0.000904883	0.000933915	0.000908009	0.000889496	0.000881964	0.000908673	0.000891763	0.000890706	0.000928071	0.000892746	0.00089405	0.000890949	0.000904019	0.000906218	0.000886087	0.000924213	0.000899715	0.000908518	0.000873537	0.000907514	0.000907691	0.000883155	0.00082189	0.000747732	0.000658081	0.000543339	0.000418989	0.000295985	0.000184862	9.61E-05	3.09E-05	1.61E-06
1.82E-06	4.17E-05	0.000118676	0.000221722	0.000357036	0.000493958	0.0006385	0.000789249	0.000894481	0.001025402	0.001054836	0.001123844	0.001100554	0.001087	0.001097142	0.00110534	0.001111855	0.001079515	0.001102031	0.001092732	0.001081509	0.001086225	0.001105524	0.001095717	0.001105846	0.001086309	0.001094737	0.001123922	0.001090773	0.001087562	0.00109013	0.001101217	0.001103363	0.001099225	0.001082427	0.001086615	0.001089796	0.001095145	0.001091875	0.001087417	0.001096134	0.001085122	0.001095248	0.001083783	0.001096905	0.00109058	0.001075347	0.00109743	0.001095473	0.001095693	0.001081384	0.001089053	0.001096336	0.001080965	0.001087614	0.001083405	0.00110684	0.001094885	0.001094167	0.001090139	0.001099244	0.001070975	0.001073896	0.001082878	0.001081583	0.001115256	0.001082612	0.001068301	0.00107346	0.001083126	0.001112225	0.001081273	0.001076644	0.001091483	0.001083818	0.001094858	0.001078361	0.001059275	0.001074484	0.00109621	0.001079547	0.001084968	0.00106717	0.001091283	0.001069082	0.001088573	0.00108269	0.001070457	0.00109672	0.001093474	0.001064284	0.001081813	0.001069137	0.001074373	0.001081444	0.001084064	0.001078	0.001084327	0.001108471	0.001072324	0.001103825	0.001075251	0.001082426	0.001094787	0.001089417	0.001085888	0.001077844	0.001087015	0.0010887	0.001070058	0.001056577	0.001072582	0.001084675	0.001078288	0.00105967	0.001089846	0.001100474	0.001066622	0.001078601	0.001058547	0.00107072	0.001052372	0.001089006	0.001082812	0.001084868	0.00107146	0.001076023	0.00106869	0.001074561	0.001088166	0.001062085	0.00108912	0.001076305	0.001083088	0.001070928	0.001096214	0.001071144	0.001069359	0.001062561	0.001069234	0.001100721	0.001069446	0.00109125	0.001088852	0.001082618	0.001075552	0.001092221	0.001095873	0.001101268	0.001068502	0.001080443	0.00108512	0.001071955	0.001084792	0.001069591	0.00109213	0.001086017	0.001073982	0.001093515	0.001074495	0.001097235	0.001103044	0.001072499	0.001077261	0.001106699	0.001101532	0.001077756	0.001096934	0.001091445	0.001083982	0.001074285	0.00108928	0.001091757	0.001089358	0.001078534	0.001079325	0.001077785	0.001082084	0.001096947	0.001076192	0.001074872	0.00107936	0.001073995	0.001052073	0.001049133	0.000975404	0.000905501	0.000762239	0.00065655	0.000500596	0.000353482	0.000238269	0.000123116	3.81E-05	1.74E-06
