640	648	737	865	876	887	1101	1116	1134	1356	1382	1532	1682	1932	2282	2500	2500	2500	2500	2500
643	850	741	868	879	891	1104	1120	1139	1360	1387	1537	1687	1937	2287	2500	2500	2500	2500	2500
645	853	744	871	882	894	1108	1124	1143	1365	1392	1542	1692	1942	2292	2500	2500	2500	2500	2500
648	856	747	874	885	897	1112	1128	1147	1369	1397	1547	1697	1947	2297	2500	2500	2500	2500	2500
850	858	901	877	888	1101	1115	1132	1351	1374	1602	1752	2002	2252	2500	2500	2500	2500	2500	2500
853	861	904	880	891	1104	1119	1136	1355	1379	1607	1757	2007	2257	2500	2500	2500	2500	2500	2500
855	863	907	883	894	1107	1122	1139	1359	1383	1612	1762	2012	2262	2500	2500	2500	2500	2500	2500
858	866	911	886	897	1111	1126	1143	1364	1388	1617	1767	2017	2267	2500	2500	2500	2500	2500	2500
860	869	914	889	1101	1114	1129	1147	1368	1392	1622	1772	2022	2272	2500	2500	2500	2500	2500	2500
863	871	917	892	1104	1117	1133	1351	1372	1397	1627	1777	2027	2277	2500	2500	2500	2500	2500	2500
865	874	921	895	1107	1121	1137	1355	1376	1601	1632	1782	2032	2282	2500	2500	2500	2500	2500	2500
868	877	924	898	1110	1124	1140	1359	1380	1606	1637	1787	2037	2287	2500	2500	2500	2500	2500	2500
870	879	927	1100	1113	1127	1144	1362	1384	1610	1642	1792	2042	2292	2500	2500	2500	2500	2500	2500
873	882	931	1103	1116	1131	1147	1366	1389	1615	1647	1797	2047	2297	2500	2500	2500	2500	2500	2500
875	885	934	1106	1119	1134	1351	1370	1393	1619	1852	2052	2302	2500	2500	2500	2500	2500	2500	2500
878	887	937	1109	1122	1137	1354	1374	1397	1624	1857	2057	2307	2500	2500	2500	2500	2500	2500	2500
880	890	941	1112	1126	1141	1358	1378	1601	1629	1862	2062	2312	2500	2500	2500	2500	2500	2500	2500
883	892	944	1115	1129	1144	1362	1382	1605	1633	1867	2067	2317	2500	2500	2500	2500	2500	2500	2500
885	895	947	1118	1132	1147	1365	1386	1609	1638	1872	2072	2322	2500	2500	2500	2500	2500	2500	2500
888	898	1101	1121	1135	1351	1369	1389	1614	1642	1877	2077	2327	2500	2500	2500	2500	2500	2500	2500
890	1100	1104	1124	1138	1354	1372	1393	1618	1647	1882	2082	2332	2500	2500	2500	2500	2500	2500	2500
893	1103	1107	1127	1141	1357	1376	1397	1622	1851	1887	2087	2337	2500	2500	2500	2500	2500	2500	2500
895	1106	1111	1130	1144	1361	1379	1601	1626	1856	1892	2092	2342	2500	2500	2500	2500	2500	2500	2500
898	1108	1114	1133	1147	1364	1383	1605	1630	1860	1897	2097	2347	2500	2500	2500	2500	2500	2500	2500
1100	1111	1117	1136	1351	1367	1387	1609	1634	1865	2102	2302	2500	2500	2500	2500	2500	2500	2500	2500
1103	1113	1121	1139	1354	1371	1390	1612	1639	1869	2107	2307	2500	2500	2500	2500	2500	2500	2500	2500
1105	1116	1124	1142	1357	1374	1394	1616	1643	1874	2112	2312	2500	2500	2500	2500	2500	2500	2500	2500
1108	1119	1127	1145	1360	1377	1397	1620	1647	1879	2117	2317	2500	2500	2500	2500	2500	2500	2500	2500
1110	1121	1131	1148	1363	1381	1601	1624	1851	1883	2122	2322	2500	2500	2500	2500	2500	2500	2500	2500
1113	1124	1134	1350	1366	1384	1604	1628	1855	1888	2127	2327	2500	2500	2500	2500	2500	2500	2500	2500
1115	1127	1137	1353	1369	1387	1608	1632	1859	1892	2132	2332	2500	2500	2500	2500	2500	2500	2500	2500
1118	1129	1141	1356	1372	1391	1612	1636	1864	1897	2137	2337	2500	2500	2500	2500	2500	2500	2500	2500
1120	1132	1144	1359	1376	1394	1615	1639	1868	2101	2142	2342	2500	2500	2500	2500	2500	2500	2500	2500
1123	1135	1147	1362	1379	1397	1619	1643	1872	2106	2147	2347	2500	2500	2500	2500	2500	2500	2500	2500
1125	1137	1301	1365	1382	1601	1622	1647	1876	2110	2352	2500	2500	2500	2500	2500	2500	2500	2500	2500
1128	1140	1304	1368	1385	1604	1626	1851	1880	2115	2357	2500	2500	2500	2500	2500	2500	2500	2500	2500
1130	1142	1307	1371	1388	1607	1629	1855	1884	2119	2362	2500	2500	2500	2500	2500	2500	2500	2500	2500
1133	1145	1311	1374	1391	1611	1633	1859	1889	2124	2367	2500	2500	2500	2500	2500	2500	2500	2500	2500
1135	1148	1314	1377	1394	1614	1637	1862	1893	2129	2372	2500	2500	2500	2500	2500	2500	2500	2500	2500
1138	1350	1317	1380	1397	1617	1640	1866	1897	2133	2377	2500	2500	2500	2500	2500	2500	2500	2500	2500
1140	1353	1321	1383	1601	1621	1644	1870	2101	2138	2382	2500	2500	2500	2500	2500	2500	2500	2500	2500
1143	1356	1324	1386	1604	1624	1647	1874	2105	2142	2387	2500	2500	2500	2500	2500	2500	2500	2500	2500
1145	1358	1327	1389	1607	1627	1851	1878	2109	2147	2392	2500	2500	2500	2500	2500	2500	2500	2500	2500
1148	1361	1331	1392	1610	1631	1854	1882	2114	2351	2397	2500	2500	2500	2500	2500	2500	2500	2500	2500
1350	1363	1334	1395	1613	1634	1858	1886	2118	2356	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1353	1366	1337	1398	1616	1637	1862	1889	2122	2360	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1355	1369	1341	1600	1619	1641	1865	1893	2126	2365	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1358	1371	1344	1603	1622	1644	1869	1897	2130	2369	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1360	1374	1347	1606	1626	1647	1872	2101	2134	2374	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1363	1377	1501	1609	1629	1851	1876	2105	2139	2379	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1365	1379	1504	1612	1632	1854	1879	2109	2143	2383	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1368	1382	1507	1615	1635	1857	1883	2112	2147	2388	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1370	1385	1511	1618	1638	1861	1887	2116	2351	2392	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1373	1387	1514	1621	1641	1864	1890	2120	2355	2397	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1375	1390	1517	1624	1644	1867	1894	2124	2359	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1378	1392	1521	1627	1647	1871	1897	2128	2364	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1380	1395	1524	1630	1851	1874	2101	2132	2368	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1383	1398	1527	1633	1854	1877	2104	2136	2372	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1385	1600	1531	1636	1857	1881	2108	2139	2376	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1388	1603	1534	1639	1860	1884	2112	2143	2380	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1390	1606	1537	1642	1863	1887	2115	2147	2384	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1393	1608	1541	1645	1866	1891	2119	2351	2389	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1395	1611	1544	1648	1869	1894	2122	2355	2393	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1398	1613	1547	1850	1872	1897	2126	2359	2397	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1600	1616	1701	1853	1876	2101	2129	2362	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1603	1619	1704	1856	1879	2104	2133	2366	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1605	1621	1707	1859	1882	2107	2137	2370	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1608	1624	1711	1862	1885	2111	2140	2374	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1610	1627	1714	1865	1888	2114	2144	2378	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1613	1629	1717	1868	1891	2117	2147	2382	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1615	1632	1721	1871	1894	2121	2351	2386	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1618	1635	1724	1874	1897	2124	2354	2389	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1620	1637	1727	1877	2101	2127	2358	2393	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1623	1640	1731	1880	2104	2131	2362	2397	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1625	1642	1734	1883	2107	2134	2365	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1628	1645	1737	1886	2110	2137	2369	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1630	1648	1741	1889	2113	2141	2372	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1633	1850	1744	1892	2116	2144	2376	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1635	1853	1747	1895	2119	2147	2379	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1638	1856	1951	1898	2122	2351	2383	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1640	1858	1954	2100	2126	2354	2387	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1643	1861	1957	2103	2129	2357	2390	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1645	1863	1961	2106	2132	2361	2394	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1648	1866	1964	2109	2135	2364	2397	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1850	1869	1967	2112	2138	2367	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1853	1871	1971	2115	2141	2371	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1855	1874	1974	2118	2144	2374	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1858	1877	1977	2121	2147	2377	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1860	1879	1981	2124	2351	2381	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1863	1882	1984	2127	2354	2384	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1865	1885	1987	2130	2357	2387	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1868	1887	1991	2133	2360	2391	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1870	1890	1994	2136	2363	2394	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1873	1892	1997	2139	2366	2397	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1875	1895	2151	2142	2369	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1878	1898	2154	2145	2372	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1880	2100	2157	2148	2376	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1883	2103	2161	2350	2379	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1885	2106	2164	2353	2382	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1888	2108	2167	2356	2385	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1890	2111	2171	2359	2388	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1893	2113	2174	2362	2391	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1895	2116	2177	2365	2394	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
1898	2119	2181	2368	2397	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2100	2121	2184	2371	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2103	2124	2187	2374	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2105	2127	2191	2377	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2108	2129	2194	2380	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2110	2132	2197	2383	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2113	2135	2351	2386	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2115	2137	2354	2389	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2118	2140	2357	2392	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2120	2142	2361	2395	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2123	2145	2364	2398	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2125	2148	2367	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2128	2350	2371	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2130	2353	2374	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2133	2356	2377	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2135	2358	2381	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2138	2361	2384	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2140	2363	2387	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2143	2366	2391	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2145	2369	2394	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2148	2371	2397	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2350	2374	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2353	2377	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2355	2379	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2358	2382	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2360	2385	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2363	2387	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2365	2390	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2368	2392	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2370	2395	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2373	2398	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2375	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2378	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2380	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2383	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2385	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2388	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2390	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2393	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
2395	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
